Date : 2023-04-07 17:29:15
Directory : f:\Project\工作文件夹\MiraiTravel
Total : 313 files,  23060 codes, 3426 comments, 1754 blanks, all 28240 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-03-31_16-20-36\diff-details.md                                                   | Markdown   |          9 |          0 |          6 |         15 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-03-31_16-20-36\diff.md                                                           | Markdown   |         12 |          0 |          7 |         19 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-03-31_16-20-36\results.json                                                      | JSON       |          1 |          0 |          0 |          1 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-03-31_16-20-36\results.md                                                        | Markdown   |         72 |          0 |          7 |         79 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-02_15-53-47\details.md                                                        | Markdown   |         96 |          0 |          6 |        102 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-02_15-53-47\diff-details.md                                                   | Markdown   |         54 |          0 |          6 |         60 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-02_15-53-47\diff.md                                                           | Markdown   |         50 |          0 |          7 |         57 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-02_15-53-47\results.json                                                      | JSON       |          1 |          0 |          0 |          1 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-02_15-53-47\results.md                                                        | Markdown   |         69 |          0 |          7 |         76 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-03_16-48-00\details.md                                                        | Markdown   |         96 |          0 |          6 |        102 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-03_16-48-00\diff-details.md                                                   | Markdown   |         59 |          0 |          6 |         65 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-03_16-48-00\diff.md                                                           | Markdown   |         52 |          0 |          7 |         59 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-03_16-48-00\results.json                                                      | JSON       |          1 |          0 |          0 |          1 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-03_16-48-00\results.md                                                        | Markdown   |         70 |          0 |          7 |         77 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-03_21-51-17\details.md                                                        | Markdown   |         96 |          0 |          6 |        102 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-03_21-51-17\diff-details.md                                                   | Markdown   |         16 |          0 |          6 |         22 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-03_21-51-17\diff.md                                                           | Markdown   |         17 |          0 |          7 |         24 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-03_21-51-17\results.json                                                      | JSON       |          1 |          0 |          0 |          1 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-03_21-51-17\results.md                                                        | Markdown   |         70 |          0 |          7 |         77 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-06_15-54-39\details.md                                                        | Markdown   |        267 |          0 |          6 |        273 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-06_15-54-39\diff-details.md                                                   | Markdown   |        354 |          0 |          6 |        360 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-06_15-54-39\diff.md                                                           | Markdown   |        247 |          0 |          7 |        254 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-06_15-54-39\results.json                                                      | JSON       |          1 |          0 |          0 |          1 |
| f:\Project\工作文件夹\MiraiTravel\VSCodeCounter\2023-04-06_15-54-39\results.md                                                        | Markdown   |        192 |          0 |          7 |        199 |
| f:\Project\工作文件夹\MiraiTravel\core\Adapter.php                                                                                    | PHP        |          1 |          3 |          5 |          9 |
| f:\Project\工作文件夹\MiraiTravel\core\AdapterSystem.php                                                                              | PHP        |         46 |         28 |         13 |         87 |
| f:\Project\工作文件夹\MiraiTravel\core\Component.class.php                                                                            | PHP        |         40 |         22 |         14 |         76 |
| f:\Project\工作文件夹\MiraiTravel\core\ComponentSystem.php                                                                            | PHP        |         13 |         27 |          8 |         48 |
| f:\Project\工作文件夹\MiraiTravel\core\DataSystem.class.php                                                                           | PHP        |         98 |         21 |         11 |        130 |
| f:\Project\工作文件夹\MiraiTravel\core\LogSystem.php                                                                                  | PHP        |        198 |         72 |         32 |        302 |
| f:\Project\工作文件夹\MiraiTravel\core\MiraiSoftware.class.php                                                                        | PHP        |          9 |          6 |          2 |         17 |
| f:\Project\工作文件夹\MiraiTravel\core\MiraiTravel.class.php                                                                          | PHP        |        192 |         43 |         22 |        257 |
| f:\Project\工作文件夹\MiraiTravel\core\Plugin.class.php                                                                               | PHP        |         23 |         12 |         10 |         45 |
| f:\Project\工作文件夹\MiraiTravel\core\PluginSystem.php                                                                               | PHP        |         87 |         35 |         25 |        147 |
| f:\Project\工作文件夹\MiraiTravel\core\ScriptSystem.php                                                                               | PHP        |         44 |         13 |          9 |         66 |
| f:\Project\工作文件夹\MiraiTravel\core\loadMiraiTravel.php                                                                            | PHP        |         64 |         16 |         15 |         95 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Config.php                                                                 | PHP        |        125 |          4 |         15 |        144 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Help.php                                                                   | PHP        |         26 |          5 |          8 |         39 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Plugins.php                                                                | PHP        |         55 |          3 |          8 |         66 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\QqBot.php                                                                  | PHP        |         96 |          4 |         10 |        110 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Stay.php                                                                   | PHP        |        140 |         15 |         28 |        183 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Stay\Connection\ConnectionInterface.php                                    | PHP        |         25 |         87 |         15 |        127 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Stay\Connection\TcpConnection.php                                          | PHP        |        449 |        410 |         84 |        943 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Stay\Events\EventInterface.php                                             | PHP        |         17 |         78 |         13 |        108 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Stay\Events\Select.php                                                     | PHP        |        216 |        108 |         33 |        357 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Stay\Protocols\Http.php                                                    | PHP        |        210 |         89 |         25 |        324 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Stay\Protocols\Http\Chunk.php                                              | PHP        |         14 |         30 |          4 |         48 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Stay\Protocols\Http\Request.php                                            | PHP        |        406 |        228 |         46 |        680 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Stay\Protocols\Http\Response.php                                           | PHP        |        244 |        176 |         39 |        459 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Stay\Protocols\Http\ServerSentEvents.php                                   | PHP        |         31 |         30 |          3 |         64 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Stay\Protocols\Http\Session.php                                            | PHP        |        180 |        216 |         46 |        442 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Stay\Protocols\Http\Session\FileSessionHandler.php                         | PHP        |         92 |         76 |         15 |        183 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Stay\Protocols\Http\Session\RedisClusterSessionHandler.php                 | PHP        |         26 |         15 |          6 |         47 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Stay\Protocols\Http\Session\RedisSessionHandler.php                        | PHP        |         80 |         55 |         20 |        155 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Stay\Protocols\Http\Session\SessionHandlerInterface.php                    | PHP        |         12 |         93 |         11 |        116 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Stay\loder.php                                                             | PHP        |         51 |          0 |          7 |         58 |
| f:\Project\工作文件夹\MiraiTravel\core\miraiTravelSoftware\Stay\test.php                                                              | PHP        |         66 |          0 |         12 |         78 |
| f:\Project\工作文件夹\MiraiTravel\docs\404.html                                                                                       | HTML       |         33 |          0 |          1 |         34 |
| f:\Project\工作文件夹\MiraiTravel\docs\announcement\index.html                                                                        | HTML       |         33 |          0 |          1 |         34 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\404.html-60b35caa.js                                                                    | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\404.html-87d54bd8.js                                                                    | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\QQObjInterface.html-34d0b8cf.js                                                         | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\QQObjInterface.html-3946d2b3.js                                                         | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\QQObjInterface.html-4742ce54.js                                                         | JavaScript |         28 |          0 |          1 |         29 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\app-2d1dd446.js                                                                         | JavaScript |          4 |          2 |          1 |          7 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\app-503d356b.js                                                                         | JavaScript |          4 |          2 |          1 |          7 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\app-b3a2f296.js                                                                         | JavaScript |          4 |          2 |          1 |          7 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\app-c20e32d6.js                                                                         | JavaScript |          4 |          2 |          1 |          7 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\app-ceca3015.js                                                                         | JavaScript |          4 |          2 |          1 |          7 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\app-e1fdcaeb.js                                                                         | JavaScript |          4 |          2 |          1 |          7 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\back-to-top-8efcbe56.svg                                                                | XML        |          1 |          0 |          0 |          1 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\framework-5866ffd3.js                                                                   | JavaScript |          2 |          3 |          1 |          6 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-006ed654.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-0151b5c0.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-05fa7959.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-063dc5be.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-08d55b2c.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-1030526b.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-12c7ae2c.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-14b1ec43.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-180218c6.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-1900d3f1.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-1b43e113.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-1b7dba97.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-1c0b3fa4.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-2752a82c.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-28833974.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-2ca9e96a.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-32fd6796.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-38d2e2dc.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-3943e543.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-39784d5d.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-3a922c68.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-46110cad.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-499dad9a.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-4ac644ba.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-4e5ff101.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-4f4f12e8.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-5d7f593c.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-5f4d207d.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-63664060.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-64982bb3.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-69437ba5.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-6aebef01.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-707acc1c.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-720d7cdd.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-82c1f886.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-8f72c246.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-9e0de146.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-a1c71b1c.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-a2839e7b.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-a30997b0.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-a5208492.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-a6bdbb0e.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-b3c84dea.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-b809455c.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-c38d540f.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-c6962f09.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-c8d7656f.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-cc52428b.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-dad55b11.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-df55094c.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-ead36379.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-f270e0cc.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-f54ac595.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-f9b68233.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\index.html-f9d0e80a.js                                                                  | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\style-a2d843df.css                                                                      | CSS        |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\assets\style-d2355f92.css                                                                      | CSS        |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\docs\index.html                                                                                     | HTML       |         33 |          0 |          1 |         34 |
| f:\Project\工作文件夹\MiraiTravel\docs\manual\adapter\QQ\index.html                                                                   | HTML       |         33 |          0 |          1 |         34 |
| f:\Project\工作文件夹\MiraiTravel\docs\manual\adapter\QQ\standard\basic\QQObjInterface.html                                           | HTML       |         60 |          0 |          1 |         61 |
| f:\Project\工作文件夹\MiraiTravel\docs\manual\adapter\QQ\standard\index.html                                                          | HTML       |         33 |          0 |          1 |         34 |
| f:\Project\工作文件夹\MiraiTravel\docs\manual\adapter\index.html                                                                      | HTML       |         33 |          0 |          1 |         34 |
| f:\Project\工作文件夹\MiraiTravel\docs\manual\component\index.html                                                                    | HTML       |         33 |          0 |          1 |         34 |
| f:\Project\工作文件夹\MiraiTravel\docs\manual\index.html                                                                              | HTML       |         33 |          0 |          1 |         34 |
| f:\Project\工作文件夹\MiraiTravel\docs\manual\plugin\index.html                                                                       | HTML       |         33 |          0 |          1 |         34 |
| f:\Project\工作文件夹\MiraiTravel\docs\manual\script\index.html                                                                       | HTML       |         33 |          0 |          1 |         34 |
| f:\Project\工作文件夹\MiraiTravel\docs\markdown\Component.md                                                                          | Markdown   |          6 |          0 |          8 |         14 |
| f:\Project\工作文件夹\MiraiTravel\docs\markdown\MiraiTravel.md                                                                        | Markdown   |         29 |          0 |         10 |         39 |
| f:\Project\工作文件夹\MiraiTravel\docs\markdown\Plugin.md                                                                             | Markdown   |         28 |          0 |          7 |         35 |
| f:\Project\工作文件夹\MiraiTravel\docs\markdown\QQBot.md                                                                              | Markdown   |         55 |          0 |         15 |         70 |
| f:\Project\工作文件夹\MiraiTravel\docs\markdown\QQBot\QQBot手册.md                                                                      | Markdown   |         47 |          0 |         15 |         62 |
| f:\Project\工作文件夹\MiraiTravel\docs\markdown\System.md                                                                             | Markdown   |          8 |          0 |          4 |         12 |
| f:\Project\工作文件夹\MiraiTravel\docs\markdown\System\开放对象.md                                                                        | Markdown   |          3 |          0 |          5 |          8 |
| f:\Project\工作文件夹\MiraiTravel\docs\study\adapter\index.html                                                                       | HTML       |         33 |          0 |          1 |         34 |
| f:\Project\工作文件夹\MiraiTravel\docs\study\advice\index.html                                                                        | HTML       |         33 |          0 |          1 |         34 |
| f:\Project\工作文件夹\MiraiTravel\docs\study\component\index.html                                                                     | HTML       |         33 |          0 |          1 |         34 |
| f:\Project\工作文件夹\MiraiTravel\docs\study\consoleDesk\index.html                                                                   | HTML       |         33 |          0 |          1 |         34 |
| f:\Project\工作文件夹\MiraiTravel\docs\study\course\mirai\index.html                                                                  | HTML       |         33 |          0 |          1 |         34 |
| f:\Project\工作文件夹\MiraiTravel\docs\study\index.html                                                                               | HTML       |         33 |          0 |          1 |         34 |
| f:\Project\工作文件夹\MiraiTravel\docs\study\plugin\index.html                                                                        | HTML       |         33 |          0 |          1 |         34 |
| f:\Project\工作文件夹\MiraiTravel\docs\study\script\index.html                                                                        | HTML       |         33 |          0 |          1 |         34 |
| f:\Project\工作文件夹\MiraiTravel\logs\Script\QQ\2771717841\script.log                                                                | Log        |        102 |          0 |          0 |        102 |
| f:\Project\工作文件夹\MiraiTravel\logs\Script\QQ\2771717841\sendMessage.log                                                           | Log        |         31 |          0 |         26 |         57 |
| f:\Project\工作文件夹\MiraiTravel\logs\Script\QQ\2771717841\webhook.log                                                               | Log        |        124 |          0 |          0 |        124 |
| f:\Project\工作文件夹\MiraiTravel\logs\httpAdapter.log                                                                                | Log        |         90 |          0 |          0 |         90 |
| f:\Project\工作文件夹\MiraiTravel\logs\miraiApiHttp.log                                                                               | Log        |         60 |          0 |          0 |         60 |
| f:\Project\工作文件夹\MiraiTravel\logs\miraiTravel.log                                                                                | Log        |          2 |          0 |          0 |          2 |
| f:\Project\工作文件夹\MiraiTravel\logs\webhook.log                                                                                    | Log        |         56 |          0 |          1 |         57 |
| f:\Project\工作文件夹\MiraiTravel\plugins\QQ\bilibiliFans\V0.1.0\bilibiliFans.php                                                     | PHP        |         58 |          0 |         12 |         70 |
| f:\Project\工作文件夹\MiraiTravel\plugins\QQ\bilibiliFans\V0.1.0\config.json                                                          | JSON       |          8 |          0 |          0 |          8 |
| f:\Project\工作文件夹\MiraiTravel\plugins\QQ\groupManager\V0.1.0\config.json                                                          | JSON       |         10 |          0 |          0 |         10 |
| f:\Project\工作文件夹\MiraiTravel\plugins\QQ\groupManager\V0.1.0\groupManager.php                                                     | PHP        |        100 |          3 |         15 |        118 |
| f:\Project\工作文件夹\MiraiTravel\plugins\QQ\runoobC\V0.1.0\README.md                                                                 | Markdown   |          5 |          0 |          4 |          9 |
| f:\Project\工作文件夹\MiraiTravel\plugins\QQ\runoobC\V0.1.0\config.json                                                               | JSON       |         10 |          0 |          0 |         10 |
| f:\Project\工作文件夹\MiraiTravel\plugins\QQ\runoobC\V0.1.0\runoobC.php                                                               | PHP        |        125 |          0 |         14 |        139 |
| f:\Project\工作文件夹\MiraiTravel\public\index.php                                                                                    | PHP        |         35 |          4 |          6 |         45 |
| f:\Project\工作文件夹\MiraiTravel\public\miraiWebhook.php                                                                             | PHP        |         64 |          7 |         14 |         85 |
| f:\Project\工作文件夹\MiraiTravel\script\Administrator\QQ.php                                                                         | PHP        |          0 |          0 |          1 |          1 |
| f:\Project\工作文件夹\MiraiTravel\script\President\QQ.php                                                                             | PHP        |         13 |         10 |          6 |         29 |
| f:\Project\工作文件夹\MiraiTravel\script\QQ\2771717841.php                                                                            | PHP        |         38 |         49 |         15 |        102 |
| f:\Project\工作文件夹\MiraiTravel\script\email\eMail01.php                                                                            | PHP        |          0 |          0 |          1 |          1 |
| f:\Project\工作文件夹\MiraiTravel\script\email\eMail01\config.json                                                                    | JSON       |          0 |          0 |          1 |          1 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\README.md                                                                                  | Markdown   |          9 |          0 |          3 |         12 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.cache\deps\@vue_devtools-api.js                                    | JavaScript |         10 |          1 |          1 |         12 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.cache\deps\@vuepress_shared.js                                     | JavaScript |        104 |          2 |          2 |        108 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.cache\deps\_metadata.json                                          | JSON       |         41 |          0 |          0 |         41 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.cache\deps\chunk-AWA6B2ZS.js                                       | JavaScript |      9,065 |        241 |          7 |      9,313 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.cache\deps\chunk-JXWQMH7G.js                                       | JavaScript |        288 |          3 |          2 |        293 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.cache\deps\chunk-RFQTXRIF.js                                       | JavaScript |        152 |          6 |          6 |        164 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.cache\deps\package.json                                            | JSON       |          1 |          0 |          0 |          1 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.cache\deps\vue-router.js                                           | JavaScript |      2,551 |         98 |          5 |      2,654 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.cache\deps\vue.js                                                  | JavaScript |        298 |          1 |          1 |        300 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.temp\internal\clientConfigs.js                                     | JavaScript |         16 |          0 |          2 |         18 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.temp\internal\pagesComponents.js                                   | JavaScript |         22 |         19 |          2 |         43 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.temp\internal\pagesData.js                                         | JavaScript |         21 |         19 |          1 |         41 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.temp\internal\pagesRoutes.js                                       | JavaScript |         21 |          0 |          1 |         22 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.temp\internal\siteData.js                                          | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.temp\internal\themeData.js                                         | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.temp\pages\404.html.js                                             | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.temp\pages\announcement\index.html.js                              | JavaScript |          1 |          0 |          1 |          2 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.temp\pages\docs\index.html.js                                      | JavaScript |         12 |          0 |          3 |         15 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.temp\pages\docs\manual\adpter\QQ\standardApter\index.html.js       | JavaScript |         12 |          0 |          3 |         15 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.temp\pages\docs\manual\adpter\index.html.js                        | JavaScript |         12 |          0 |          3 |         15 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.temp\pages\docs\manual\component\index.html.js                     | JavaScript |         12 |          0 |          3 |         15 |
| f:\Project\工作文件夹\MiraiTravel\vuepress\docs-primary\.vuepress\.temp\pages\docs\manual\index.html.js                               | JavaScript |         12 |          0 |          3 |         15 |
